_id,city_mpg,driven_wheels,engine_cylinders,engine_fuel_type,engine_hp,highway_mpg,isDeleted,make,market_category,model,number_of_doors,popularity,price,release_date,size,style,transmission_type
6379dfd9258bfcd8277959b0,19,rear wheel drive,6,premium unleaded (required),230,28,false,BMW,Luxury,1 Series,2,3916,37200,2013,Compact,Convertible,MANUAL
6379dfd9258bfcd8277959b1,19,rear wheel drive,6,premium unleaded (required),230,28,false,BMW,"Luxury,Performance",1 Series,2,3916,31500,2013,Compact,Coupe,MANUAL
6379dfd9258bfcd8277959b2,18,rear wheel drive,6,premium unleaded (required),320,25,false,BMW,"Luxury,High-Performance",1 Series,2,3916,48250,2013,Compact,Convertible,MANUAL
6379dfd9258bfcd8277959b3,20,rear wheel drive,6,premium unleaded (required),320,28,false,BMW,"Luxury,High-Performance",1 Series,2,3916,43550,2013,Compact,Coupe,MANUAL
6379dfd9258bfcd8277959b4,17,front wheel drive,6,regular unleaded,172,24,false,Audi,Luxury,100,4,3105,2000,1992,Midsize,Sedan,MANUAL
6379dfd9258bfcd8277959b5,17,front wheel drive,6,regular unleaded,172,24,false,Audi,Luxury,100,4,3105,2000,1992,Midsize,Sedan,MANUAL
6379dfd9258bfcd8277959b6,16,all wheel drive,6,regular unleaded,172,20,false,Audi,Luxury,100,4,3105,2000,1992,Midsize,Wagon,AUTOMATIC
6379dfd9258bfcd8277959b7,17,front wheel drive,6,regular unleaded,172,24,false,Audi,Luxury,100,4,3105,2000,1992,Midsize,Sedan,MANUAL
6379dfd9258bfcd8277959b8,16,all wheel drive,6,regular unleaded,172,21,false,Audi,Luxury,100,4,3105,2000,1992,Midsize,Sedan,MANUAL
6379dfd9258bfcd8277959b9,17,front wheel drive,6,regular unleaded,172,24,false,Audi,Luxury,100,4,3105,2000,1993,Midsize,Sedan,MANUAL
6379dfd9258bfcd8277959ba,16,all wheel drive,6,regular unleaded,172,20,false,Audi,Luxury,100,4,3105,2000,1993,Midsize,Wagon,AUTOMATIC
6379dfd9258bfcd8277959bb,17,front wheel drive,6,regular unleaded,172,24,false,Audi,Luxury,100,4,3105,2000,1993,Midsize,Sedan,MANUAL
6379dfd9258bfcd8277959bc,17,front wheel drive,6,regular unleaded,172,24,false,Audi,Luxury,100,4,3105,2000,1993,Midsize,Sedan,MANUAL
6379dfd9258bfcd8277959bd,16,all wheel drive,6,regular unleaded,172,21,false,Audi,Luxury,100,4,3105,2000,1993,Midsize,Sedan,MANUAL
6379dfd9258bfcd8277959be,16,front wheel drive,6,regular unleaded,172,21,false,Audi,Luxury,100,4,3105,2000,1994,Midsize,Wagon,AUTOMATIC
6379dfd9258bfcd8277959bf,16,all wheel drive,6,regular unleaded,172,22,false,Audi,Luxury,100,4,3105,2000,1994,Midsize,Sedan,MANUAL
6379dfd9258bfcd8277959c0,17,front wheel drive,6,regular unleaded,172,22,false,Audi,Luxury,100,4,3105,2000,1994,Midsize,Sedan,MANUAL
6379dfd9258bfcd8277959c1,16,front wheel drive,6,regular unleaded,172,22,false,Audi,Luxury,100,4,3105,2000,1994,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd8277959c2,16,all wheel drive,6,regular unleaded,172,21,false,Audi,Luxury,100,4,3105,2000,1994,Midsize,Wagon,AUTOMATIC
6379dfd9258bfcd8277959c3,26,rear wheel drive,4,premium unleaded (recommended),160,35,false,FIAT,Performance,124 Spider,2,819,27495,2017,Compact,Convertible,MANUAL
6379dfd9258bfcd8277959c4,26,rear wheel drive,4,premium unleaded (recommended),160,35,false,FIAT,Performance,124 Spider,2,819,24995,2017,Compact,Convertible,MANUAL
6379dfd9258bfcd8277959c5,26,rear wheel drive,4,premium unleaded (recommended),160,35,false,FIAT,Performance,124 Spider,2,819,28195,2017,Compact,Convertible,MANUAL
6379dfd9258bfcd8277959c6,18,rear wheel drive,4,regular unleaded,130,26,false,Mercedes-Benz,Luxury,190-Class,4,617,2000,1991,Compact,Sedan,MANUAL
6379dfd9258bfcd8277959c7,17,rear wheel drive,6,regular unleaded,158,25,false,Mercedes-Benz,Luxury,190-Class,4,617,2000,1991,Compact,Sedan,MANUAL
6379dfd9258bfcd8277959c8,17,rear wheel drive,6,regular unleaded,158,25,false,Mercedes-Benz,Luxury,190-Class,4,617,2000,1992,Compact,Sedan,MANUAL
6379dfd9258bfcd8277959c9,18,rear wheel drive,4,regular unleaded,130,26,false,Mercedes-Benz,Luxury,190-Class,4,617,2000,1992,Compact,Sedan,MANUAL
6379dfd9258bfcd8277959ca,18,rear wheel drive,4,regular unleaded,130,26,false,Mercedes-Benz,Luxury,190-Class,4,617,2000,1993,Compact,Sedan,MANUAL
6379dfd9258bfcd8277959cb,17,rear wheel drive,6,regular unleaded,158,25,false,Mercedes-Benz,Luxury,190-Class,4,617,2000,1993,Compact,Sedan,MANUAL
6379dfd9258bfcd8277959cc,23,rear wheel drive,4,premium unleaded (required),240,35,false,BMW,"Luxury,Performance",2 Series,2,3916,32850,2016,Compact,Coupe,AUTOMATIC
6379dfd9258bfcd8277959cd,23,rear wheel drive,4,premium unleaded (required),240,34,false,BMW,Luxury,2 Series,2,3916,38650,2016,Compact,Convertible,AUTOMATIC
6379dfd9258bfcd8277959ce,20,rear wheel drive,6,premium unleaded (required),320,31,false,BMW,"Factory Tuner,Luxury,High-Performance",2 Series,2,3916,48750,2016,Compact,Convertible,AUTOMATIC
6379dfd9258bfcd8277959cf,23,all wheel drive,4,premium unleaded (required),240,35,false,BMW,"Luxury,Performance",2 Series,2,3916,34850,2016,Compact,Coupe,AUTOMATIC
6379dfd9258bfcd8277959d0,22,all wheel drive,4,premium unleaded (required),240,34,false,BMW,Luxury,2 Series,2,3916,40650,2016,Compact,Convertible,AUTOMATIC
6379dfd9258bfcd8277959d1,20,rear wheel drive,6,premium unleaded (required),320,31,false,BMW,"Factory Tuner,Luxury,High-Performance",2 Series,2,3916,44150,2016,Compact,Coupe,AUTOMATIC
6379dfd9258bfcd8277959d2,22,rear wheel drive,4,premium unleaded (required),240,34,false,BMW,"Luxury,Performance",2 Series,2,3916,32850,2016,Compact,Coupe,MANUAL
6379dfd9258bfcd8277959d3,20,all wheel drive,6,premium unleaded (required),320,30,false,BMW,"Factory Tuner,Luxury,High-Performance",2 Series,2,3916,46150,2016,Compact,Coupe,AUTOMATIC
6379dfd9258bfcd8277959d4,20,rear wheel drive,6,premium unleaded (required),320,30,false,BMW,"Factory Tuner,Luxury,High-Performance",2 Series,2,3916,50750,2016,Compact,Convertible,AUTOMATIC
6379dfd9258bfcd8277959d5,21,all wheel drive,6,premium unleaded (recommended),335,31,false,BMW,"Factory Tuner,Luxury,High-Performance",2 Series,2,3916,46450,2017,Compact,Coupe,AUTOMATIC
6379dfd9258bfcd8277959d6,21,rear wheel drive,6,premium unleaded (recommended),335,32,false,BMW,"Factory Tuner,Luxury,High-Performance",2 Series,2,3916,49050,2017,Compact,Convertible,AUTOMATIC
6379dfd9258bfcd8277959d7,21,all wheel drive,6,premium unleaded (recommended),335,32,false,BMW,"Factory Tuner,Luxury,High-Performance",2 Series,2,3916,51050,2017,Compact,Convertible,AUTOMATIC
6379dfd9258bfcd8277959d8,21,rear wheel drive,6,premium unleaded (recommended),335,32,false,BMW,"Factory Tuner,Luxury,High-Performance",2 Series,2,3916,44450,2017,Compact,Coupe,AUTOMATIC
6379dfd9258bfcd8277959d9,23,rear wheel drive,4,premium unleaded (recommended),248,34,false,BMW,"Luxury,Performance",2 Series,2,3916,38950,2017,Compact,Convertible,AUTOMATIC
6379dfd9258bfcd8277959da,24,rear wheel drive,4,premium unleaded (recommended),248,35,false,BMW,"Luxury,Performance",2 Series,2,3916,33150,2017,Compact,Coupe,AUTOMATIC
6379dfd9258bfcd8277959db,24,all wheel drive,4,premium unleaded (recommended),248,33,false,BMW,"Luxury,Performance",2 Series,2,3916,35150,2017,Compact,Coupe,AUTOMATIC
6379dfd9258bfcd8277959dc,23,all wheel drive,4,premium unleaded (recommended),248,33,false,BMW,Luxury,2 Series,2,3916,40950,2017,Compact,Convertible,AUTOMATIC
6379dfd9258bfcd8277959dd,16,front wheel drive,5,regular unleaded,162,20,false,Audi,Luxury,200,4,3105,2000,1990,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd8277959de,15,all wheel drive,5,regular unleaded,162,22,false,Audi,Luxury,200,4,3105,2000,1990,Midsize,Wagon,MANUAL
6379dfd9258bfcd8277959df,15,all wheel drive,5,regular unleaded,162,23,false,Audi,Luxury,200,4,3105,2000,1990,Midsize,Sedan,MANUAL
6379dfd9258bfcd8277959e0,16,all wheel drive,5,regular unleaded,217,22,false,Audi,"Luxury,Performance",200,4,3105,2000,1991,Midsize,Sedan,MANUAL
6379dfd9258bfcd8277959e1,16,all wheel drive,5,regular unleaded,217,22,false,Audi,"Luxury,Performance",200,4,3105,2000,1991,Midsize,Wagon,MANUAL
6379dfd9258bfcd8277959e2,16,front wheel drive,5,regular unleaded,162,20,false,Audi,Luxury,200,4,3105,2000,1991,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd8277959e3,23,front wheel drive,4,flex-fuel (unleaded/E85),184,36,false,Chrysler,Flex Fuel,200,4,1013,25170,2015,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd8277959e4,23,front wheel drive,4,flex-fuel (unleaded/E85),184,36,false,Chrysler,Flex Fuel,200,4,1013,23950,2015,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd8277959e5,18,all wheel drive,6,flex-fuel (unleaded/E85),295,29,false,Chrysler,"Flex Fuel,Performance",200,4,1013,29370,2015,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd8277959e6,23,front wheel drive,4,flex-fuel (unleaded/E85),184,36,false,Chrysler,Flex Fuel,200,4,1013,21995,2015,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd8277959e7,23,front wheel drive,4,flex-fuel (unleaded/E85),184,36,false,Chrysler,"Flex Fuel,Performance",200,4,1013,26625,2015,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd8277959e8,18,all wheel drive,6,flex-fuel (unleaded/E85),295,29,false,Chrysler,"Flex Fuel,Performance",200,4,1013,30825,2015,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd8277959e9,23,front wheel drive,4,flex-fuel (unleaded/E85),184,36,false,Chrysler,Flex Fuel,200,4,1013,21995,2016,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd8277959ea,23,front wheel drive,4,flex-fuel (unleaded/E85),184,36,false,Chrysler,Flex Fuel,200,4,1013,27795,2016,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd8277959eb,18,all wheel drive,6,flex-fuel (unleaded/E85),295,29,false,Chrysler,"Flex Fuel,Performance",200,4,1013,31785,2016,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd8277959ec,18,all wheel drive,6,flex-fuel (unleaded/E85),295,29,false,Chrysler,"Flex Fuel,Performance",200,4,1013,29905,2016,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd8277959ed,23,front wheel drive,4,flex-fuel (unleaded/E85),184,36,false,Chrysler,Flex Fuel,200,4,1013,22490,2016,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd8277959ee,23,front wheel drive,4,flex-fuel (unleaded/E85),184,36,false,Chrysler,Flex Fuel,200,4,1013,27570,2016,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd8277959ef,23,front wheel drive,4,flex-fuel (unleaded/E85),184,36,false,Chrysler,Flex Fuel,200,4,1013,25690,2016,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd8277959f0,23,front wheel drive,4,flex-fuel (unleaded/E85),184,36,false,Chrysler,Flex Fuel,200,4,1013,24490,2016,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd8277959f1,18,all wheel drive,6,flex-fuel (unleaded/E85),295,28,false,Chrysler,"Flex Fuel,Performance",200,4,1013,29905,2017,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd8277959f2,18,all wheel drive,6,flex-fuel (unleaded/E85),295,28,false,Chrysler,"Flex Fuel,Performance",200,4,1013,31785,2017,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd8277959f3,23,front wheel drive,4,flex-fuel (unleaded/E85),184,36,false,Chrysler,Flex Fuel,200,4,1013,26685,2017,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd8277959f4,23,front wheel drive,4,flex-fuel (unleaded/E85),184,36,false,Chrysler,Flex Fuel,200,4,1013,22490,2017,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd8277959f5,23,front wheel drive,4,flex-fuel (unleaded/E85),184,36,false,Chrysler,Flex Fuel,200,4,1013,25690,2017,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd8277959f6,18,all wheel drive,6,flex-fuel (unleaded/E85),295,28,false,Chrysler,"Flex Fuel,Performance",200,4,1013,30900,2017,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd8277959f7,23,front wheel drive,4,flex-fuel (unleaded/E85),184,36,false,Chrysler,Flex Fuel,200,4,1013,27795,2017,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd8277959f8,23,front wheel drive,4,flex-fuel (unleaded/E85),184,36,false,Chrysler,Flex Fuel,200,4,1013,21995,2017,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd8277959f9,23,front wheel drive,4,flex-fuel (unleaded/E85),184,36,false,Chrysler,Flex Fuel,200,4,1013,24490,2017,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd8277959fa,26,front wheel drive,4,regular unleaded,115,36,false,Nissan,N/A,200SX,2,2009,2000,1996,Compact,Coupe,MANUAL
6379dfd9258bfcd8277959fb,26,front wheel drive,4,regular unleaded,115,36,false,Nissan,N/A,200SX,2,2009,2000,1996,Compact,Coupe,MANUAL
6379dfd9258bfcd8277959fc,21,front wheel drive,4,regular unleaded,140,29,false,Nissan,Performance,200SX,2,2009,2000,1996,Compact,Coupe,MANUAL
6379dfd9258bfcd8277959fd,21,front wheel drive,4,regular unleaded,140,29,false,Nissan,Performance,200SX,2,2009,2000,1997,Compact,Coupe,MANUAL
6379dfd9258bfcd8277959fe,25,front wheel drive,4,regular unleaded,115,35,false,Nissan,N/A,200SX,2,2009,2000,1997,Compact,Coupe,MANUAL
6379dfd9258bfcd8277959ff,25,front wheel drive,4,regular unleaded,115,35,false,Nissan,N/A,200SX,2,2009,2000,1997,Compact,Coupe,MANUAL
6379dfd9258bfcd827795a00,25,front wheel drive,4,regular unleaded,115,35,false,Nissan,N/A,200SX,2,2009,2000,1998,Compact,Coupe,MANUAL
6379dfd9258bfcd827795a01,25,front wheel drive,4,regular unleaded,115,35,false,Nissan,N/A,200SX,2,2009,2000,1998,Compact,Coupe,MANUAL
6379dfd9258bfcd827795a02,20,front wheel drive,4,regular unleaded,140,28,false,Nissan,Performance,200SX,2,2009,2073,1998,Compact,Coupe,MANUAL
6379dfd9258bfcd827795a03,19,rear wheel drive,4,regular unleaded,155,26,false,Nissan,Performance,240SX,2,2009,3713,1996,Compact,Coupe,MANUAL
6379dfd9258bfcd827795a04,19,rear wheel drive,4,regular unleaded,155,26,false,Nissan,Performance,240SX,2,2009,3520,1996,Compact,Coupe,MANUAL
6379dfd9258bfcd827795a05,19,rear wheel drive,4,regular unleaded,155,26,false,Nissan,Performance,240SX,2,2009,3910,1997,Compact,Coupe,MANUAL
6379dfd9258bfcd827795a06,19,rear wheel drive,4,regular unleaded,155,26,false,Nissan,Performance,240SX,2,2009,4182,1997,Compact,Coupe,MANUAL
6379dfd9258bfcd827795a07,19,rear wheel drive,4,regular unleaded,155,26,false,Nissan,Performance,240SX,2,2009,4107,1997,Compact,Coupe,MANUAL
6379dfd9258bfcd827795a08,20,rear wheel drive,4,regular unleaded,155,25,false,Nissan,Performance,240SX,2,2009,4299,1998,Compact,Coupe,MANUAL
6379dfd9258bfcd827795a09,20,rear wheel drive,4,regular unleaded,155,25,false,Nissan,Performance,240SX,2,2009,4693,1998,Compact,Coupe,MANUAL
6379dfd9258bfcd827795a0a,20,rear wheel drive,4,regular unleaded,155,25,false,Nissan,Performance,240SX,2,2009,4107,1998,Compact,Coupe,MANUAL
6379dfd9258bfcd827795a0b,19,rear wheel drive,4,regular unleaded,114,26,false,Volvo,Luxury,240,4,870,2000,1991,Midsize,Wagon,MANUAL
6379dfd9258bfcd827795a0c,18,rear wheel drive,4,regular unleaded,114,23,false,Volvo,Luxury,240,4,870,2000,1991,Midsize,Wagon,AUTOMATIC
6379dfd9258bfcd827795a0d,19,rear wheel drive,4,regular unleaded,114,26,false,Volvo,Luxury,240,4,870,2000,1991,Midsize,Sedan,MANUAL
6379dfd9258bfcd827795a0e,19,rear wheel drive,4,regular unleaded,114,26,false,Volvo,Luxury,240,4,870,2000,1992,Midsize,Sedan,MANUAL
6379dfd9258bfcd827795a0f,19,rear wheel drive,4,regular unleaded,114,26,false,Volvo,Luxury,240,4,870,2000,1992,Midsize,Wagon,MANUAL
6379dfd9258bfcd827795a10,19,rear wheel drive,4,regular unleaded,114,26,false,Volvo,Luxury,240,4,870,2000,1992,Midsize,Sedan,MANUAL
6379dfd9258bfcd827795a11,19,rear wheel drive,4,regular unleaded,114,26,false,Volvo,Luxury,240,4,870,2000,1993,Midsize,Sedan,MANUAL
6379dfd9258bfcd827795a12,18,rear wheel drive,4,regular unleaded,114,25,false,Volvo,Luxury,240,4,870,2000,1993,Midsize,Wagon,MANUAL
6379dfd9258bfcd827795a13,29,front wheel drive,4,regular unleaded,100,35,false,Mazda,Hatchback,2,4,586,16020,2012,Compact,4dr Hatchback,MANUAL
6379dfd9258bfcd827795a14,29,front wheel drive,4,regular unleaded,100,35,false,Mazda,Hatchback,2,4,586,14530,2012,Compact,4dr Hatchback,MANUAL
6379dfd9258bfcd827795a15,28,front wheel drive,4,regular unleaded,100,34,false,Mazda,Hatchback,2,4,586,16860,2012,Compact,4dr Hatchback,AUTOMATIC
6379dfd9258bfcd827795a16,28,front wheel drive,4,regular unleaded,100,34,false,Mazda,Hatchback,2,4,586,15370,2012,Compact,4dr Hatchback,AUTOMATIC
6379dfd9258bfcd827795a17,28,front wheel drive,4,regular unleaded,100,34,false,Mazda,Hatchback,2,4,586,17050,2013,Compact,4dr Hatchback,AUTOMATIC
6379dfd9258bfcd827795a18,28,front wheel drive,4,regular unleaded,100,34,false,Mazda,Hatchback,2,4,586,15560,2013,Compact,4dr Hatchback,AUTOMATIC
6379dfd9258bfcd827795a19,29,front wheel drive,4,regular unleaded,100,35,false,Mazda,Hatchback,2,4,586,16210,2013,Compact,4dr Hatchback,MANUAL
6379dfd9258bfcd827795a1a,29,front wheel drive,4,regular unleaded,100,35,false,Mazda,Hatchback,2,4,586,14720,2013,Compact,4dr Hatchback,MANUAL
6379dfd9258bfcd827795a1b,28,front wheel drive,4,regular unleaded,100,34,false,Mazda,Hatchback,2,4,586,17050,2014,Compact,4dr Hatchback,AUTOMATIC
6379dfd9258bfcd827795a1c,28,front wheel drive,4,regular unleaded,100,34,false,Mazda,Hatchback,2,4,586,15560,2014,Compact,4dr Hatchback,AUTOMATIC
6379dfd9258bfcd827795a1d,29,front wheel drive,4,regular unleaded,100,35,false,Mazda,Hatchback,2,4,586,16210,2014,Compact,4dr Hatchback,MANUAL
6379dfd9258bfcd827795a1e,29,front wheel drive,4,regular unleaded,100,35,false,Mazda,Hatchback,2,4,586,14720,2014,Compact,4dr Hatchback,MANUAL
6379dfd9258bfcd827795a1f,20,all wheel drive,6,premium unleaded (required),300,30,false,BMW,"Hatchback,Luxury,Performance",3 Series Gran Turismo,4,3916,47250,2015,Midsize,4dr Hatchback,AUTOMATIC
6379dfd9258bfcd827795a20,22,all wheel drive,4,premium unleaded (required),240,33,false,BMW,"Hatchback,Luxury",3 Series Gran Turismo,4,3916,41850,2015,Midsize,4dr Hatchback,AUTOMATIC
6379dfd9258bfcd827795a21,22,all wheel drive,4,premium unleaded (required),240,33,false,BMW,"Hatchback,Luxury",3 Series Gran Turismo,4,3916,41850,2015,Midsize,4dr Hatchback,AUTOMATIC
6379dfd9258bfcd827795a22,22,all wheel drive,4,premium unleaded (required),240,34,false,BMW,"Hatchback,Luxury",3 Series Gran Turismo,4,3916,43000,2016,Midsize,4dr Hatchback,AUTOMATIC
6379dfd9258bfcd827795a23,20,all wheel drive,6,premium unleaded (required),300,30,false,BMW,"Hatchback,Luxury,Performance",3 Series Gran Turismo,4,3916,49200,2016,Midsize,4dr Hatchback,AUTOMATIC
6379dfd9258bfcd827795a24,20,all wheel drive,6,premium unleaded (required),320,30,false,BMW,"Hatchback,Luxury,Performance",3 Series Gran Turismo,4,3916,49650,2017,Midsize,4dr Hatchback,AUTOMATIC
6379dfd9258bfcd827795a25,23,all wheel drive,4,premium unleaded (required),248,33,false,BMW,"Hatchback,Luxury",3 Series Gran Turismo,4,3916,43950,2017,Midsize,4dr Hatchback,AUTOMATIC
6379dfd9258bfcd827795a26,22,all wheel drive,4,premium unleaded (required),241,33,false,BMW,Luxury,3 Series,4,3916,41950,2015,Midsize,Wagon,AUTOMATIC
6379dfd9258bfcd827795a27,25,rear wheel drive,6,premium unleaded (required),335,33,false,BMW,"Luxury,High-Performance,Hybrid",3 Series,4,3916,50150,2015,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd827795a28,23,rear wheel drive,4,premium unleaded (required),240,35,false,BMW,"Luxury,Performance",3 Series,4,3916,37500,2015,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd827795a29,21,rear wheel drive,6,premium unleaded (required),300,32,false,BMW,"Luxury,High-Performance",3 Series,4,3916,43750,2015,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd827795a2a,32,rear wheel drive,4,diesel,180,45,false,BMW,"Diesel,Luxury",3 Series,4,3916,39000,2015,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd827795a2b,22,all wheel drive,4,premium unleaded (required),240,33,false,BMW,Luxury,3 Series,4,3916,39500,2015,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd827795a2c,22,all wheel drive,4,premium unleaded (required),240,33,false,BMW,Luxury,3 Series,4,3916,39500,2015,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd827795a2d,23,all wheel drive,4,premium unleaded (required),180,35,false,BMW,Luxury,3 Series,4,3916,34950,2015,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd827795a2e,20,all wheel drive,6,premium unleaded (required),300,30,false,BMW,"Luxury,Performance",3 Series,4,3916,45750,2015,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd827795a2f,31,all wheel drive,4,diesel,180,43,false,BMW,"Diesel,Luxury",3 Series,4,3916,43450,2015,Midsize,Wagon,AUTOMATIC
6379dfd9258bfcd827795a30,23,rear wheel drive,4,premium unleaded (required),240,35,false,BMW,"Luxury,Performance",3 Series,4,3916,37500,2015,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd827795a31,31,all wheel drive,4,diesel,180,43,false,BMW,"Diesel,Luxury",3 Series,4,3916,41000,2015,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd827795a32,24,rear wheel drive,4,premium unleaded (required),180,36,false,BMW,Luxury,3 Series,4,3916,32950,2015,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd827795a33,30,all wheel drive,4,diesel,180,40,false,BMW,"Diesel,Luxury",3 Series,4,3916,41850,2016,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd827795a34,22,all wheel drive,6,premium unleaded (required),320,33,false,BMW,"Luxury,High-Performance",3 Series,4,3916,47800,2016,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd827795a35,32,rear wheel drive,4,diesel,180,42,false,BMW,"Diesel,Luxury",3 Series,4,3916,39850,2016,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd827795a36,22,rear wheel drive,4,premium unleaded (required),240,34,false,BMW,"Luxury,Performance",3 Series,4,3916,38350,2016,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd827795a37,22,all wheel drive,4,premium unleaded (required),240,34,false,BMW,Luxury,3 Series,4,3916,40350,2016,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd827795a38,22,rear wheel drive,4,premium unleaded (required),240,34,false,BMW,"Luxury,Performance",3 Series,4,3916,38350,2016,Midsize,Sedan,MANUAL
6379dfd9258bfcd827795a39,22,all wheel drive,4,premium unleaded (required),240,34,false,BMW,Luxury,3 Series,4,3916,42650,2016,Midsize,Wagon,AUTOMATIC
6379dfd9258bfcd827795a3a,24,rear wheel drive,4,premium unleaded (required),180,36,false,BMW,Luxury,3 Series,4,3916,33150,2016,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd827795a3b,23,all wheel drive,4,premium unleaded (required),180,35,false,BMW,Luxury,3 Series,4,3916,35150,2016,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd827795a3c,30,all wheel drive,4,diesel,180,40,false,BMW,"Diesel,Luxury",3 Series,4,3916,44150,2016,Midsize,Wagon,AUTOMATIC
6379dfd9258bfcd827795a3d,22,rear wheel drive,6,premium unleaded (required),320,33,false,BMW,"Luxury,High-Performance",3 Series,4,3916,45800,2016,Midsize,Sedan,AUTOMATIC
6379dfd9258bfcd827795a3e,23,rear wheel drive,4,premium unleaded (recommended),248,34,false,BMW,"Luxury,Performance",3 Series,4,3916,38750,2017,Midsize,Sedan,AUTOMATIC
